gene_id	gene_name	gene_type	bp_length
ENSG00000178922.16	HYI	protein_coding	2740
ENSG00000198198.15	SZT2	protein_coding	25040
ENSG00000142949.16	PTPRF	protein_coding	10712
ENSG00000066135.12	KDM4A	protein_coding	5172
ENSG00000126091.19	ST3GAL3	protein_coding	4443
ENSG00000117407.16	ARTN	protein_coding	2658
ENSG00000117408.10	IPO13	protein_coding	5083
ENSG00000132768.13	DPH2	protein_coding	2930
ENSG00000117410.13	ATP6V0B	protein_coding	3535
ENSG00000117411.16	B4GALT2	protein_coding	3772
ENSG00000159214.12	CCDC24	protein_coding	3554
ENSG00000196517.11	SLC6A9	protein_coding	5159
ENSG00000171872.4	KLF17	protein_coding	3131
ENSG00000178028.13	DMAP1	protein_coding	5599
ENSG00000117419.14	ERI3	protein_coding	2642
ENSG00000187147.17	RNF220	protein_coding	9687
ENSG00000126106.13	TMEM53	protein_coding	3635
ENSG00000198520.10	C1orf228	protein_coding	3166
ENSG00000142945.12	KIF2C	protein_coding	3646
ENSG00000142937.11	RPS8	protein_coding	2847
ENSG00000142959.4	BEST4	protein_coding	2047
ENSG00000173846.12	PLK3	protein_coding	3479
ENSG00000188396.3	TCTEX1D4	protein_coding	763
ENSG00000222009.8	BTBD19	protein_coding	3520
ENSG00000117425.13	PTCH2	protein_coding	5149
ENSG00000070785.16	EIF2B3	protein_coding	3411
ENSG00000126107.14	HECTD3	protein_coding	5077
ENSG00000126088.13	UROD	protein_coding	2908
ENSG00000162415.6	ZSWIM5	protein_coding	6046
ENSG00000186603.5	HPDL	protein_coding	1629
ENSG00000132781.17	MUTYH	protein_coding	3909
ENSG00000132773.11	TOE1	protein_coding	2742
ENSG00000070759.16	TESK2	protein_coding	3322
ENSG00000280670.2	CCDC163	protein_coding	2757
ENSG00000132763.14	MMACHC	protein_coding	5296
ENSG00000117450.13	PRDX1	protein_coding	1522
ENSG00000117448.13	AKR1A1	protein_coding	3121
ENSG00000132780.16	NASP	protein_coding	8304
ENSG00000159588.14	CCDC17	protein_coding	3323
ENSG00000159592.10	GPBP1L1	protein_coding	7433
ENSG00000159596.6	TMEM69	protein_coding	2439
ENSG00000197429.10	IPP	protein_coding	3705
ENSG00000086015.20	MAST2	protein_coding	7877
ENSG00000117461.14	PIK3R3	protein_coding	7410
ENSG00000278139.1	RP4-533D7.6	protein_coding	1553
ENSG00000117472.9	TSPAN1	protein_coding	2366
ENSG00000085998.13	POMGNT1	protein_coding	6198
ENSG00000171357.5	LURAP1	protein_coding	1854
ENSG00000085999.11	RAD54L	protein_coding	3212
ENSG00000132128.16	LRRC41	protein_coding	8606
ENSG00000173660.11	UQCRH	protein_coding	1408
ENSG00000117481.10	NSUN4	protein_coding	8468
ENSG00000117480.15	FAAH	protein_coding	2776
ENSG00000197587.10	DMBX1	protein_coding	2896
ENSG00000162456.9	KNCN	protein_coding	2810
ENSG00000079277.19	MKNK1	protein_coding	8070
ENSG00000142961.14	MOB3C	protein_coding	5916
ENSG00000123472.12	ATPAF1	protein_coding	5677
ENSG00000159658.10	EFCAB14	protein_coding	6285
ENSG00000142973.13	CYP4B1	protein_coding	3466
ENSG00000187048.12	CYP4A11	protein_coding	3890
ENSG00000186377.7	CYP4X1	protein_coding	2548
ENSG00000186160.4	CYP4Z1	protein_coding	1996
ENSG00000162365.11	CYP4A22	protein_coding	3859
ENSG00000162366.7	PDZK1IP1	protein_coding	1438
ENSG00000162367.11	TAL1	protein_coding	5700
ENSG00000123473.15	STIL	protein_coding	7291
ENSG00000162368.13	CMPK1	protein_coding	3844
ENSG00000186790.5	FOXE3	protein_coding	1981
ENSG00000186564.5	FOXD2	protein_coding	4675
ENSG00000269113.3	TRABD2B	protein_coding	7034
ENSG00000117834.12	SLC5A9	protein_coding	4535
ENSG00000132122.11	SPATA6	protein_coding	5939
ENSG00000162373.12	BEND5	protein_coding	2138
ENSG00000186094.16	AGBL4	protein_coding	7462
ENSG00000162374.16	ELAVL4	protein_coding	6963
ENSG00000142700.11	DMRTA2	protein_coding	3225
ENSG00000185104.19	FAF1	protein_coding	7545
ENSG00000123080.10	CDKN2C	protein_coding	3318
ENSG00000123091.4	RNF11	protein_coding	3122
ENSG00000085831.15	TTC39A	protein_coding	9362
ENSG00000085832.16	EPS15	protein_coding	7440
ENSG00000117859.18	OSBPL9	protein_coding	9523
ENSG00000078618.21	NRDC	protein_coding	6773
ENSG00000169213.6	RAB3B	protein_coding	12844
ENSG00000198841.3	KTI12	protein_coding	1714
ENSG00000117862.11	TXNDC12	protein_coding	3630
ENSG00000134717.17	BTF3L4	protein_coding	6022
ENSG00000157077.14	ZFYVE9	protein_coding	5809
ENSG00000154222.14	CC2D1B	protein_coding	7495
ENSG00000085840.12	ORC1	protein_coding	3157
ENSG00000134748.12	PRPF38A	protein_coding	5658
ENSG00000134744.13	ZCCHC11	protein_coding	16199
ENSG00000116157.5	GPX7	protein_coding	1691
ENSG00000182183.14	FAM159A	protein_coding	2508
ENSG00000162377.5	COA7	protein_coding	4165
ENSG00000162378.12	ZYG11B	protein_coding	8198
ENSG00000203995.9	ZYG11A	protein_coding	4694
ENSG00000121310.16	ECHDC2	protein_coding	11572
ENSG00000116171.17	SCP2	protein_coding	8305
ENSG00000174348.13	PODN	protein_coding	4900
ENSG00000162383.11	SLC1A7	protein_coding	5407
ENSG00000157184.6	CPT2	protein_coding	10452
ENSG00000162384.13	C1orf123	protein_coding	4487
ENSG00000162385.10	MAGOH	protein_coding	1463
ENSG00000157193.15	LRP8	protein_coding	10258
ENSG00000174332.5	GLIS1	protein_coding	3113
ENSG00000058804.11	NDC1	protein_coding	5135
ENSG00000058799.14	YIPF1	protein_coding	2072
ENSG00000211452.10	DIO1	protein_coding	2282
ENSG00000081870.11	HSPB11	protein_coding	3236
ENSG00000116212.14	LRRC42	protein_coding	2411
ENSG00000203985.10	LDLRAD1	protein_coding	2375
ENSG00000116209.11	TMEM59	protein_coding	9149
ENSG00000116205.12	TCEANC2	protein_coding	12165
ENSG00000215883.10	CYB5RL	protein_coding	8926
ENSG00000256407.2	RP11-446E24.4	protein_coding	3952
ENSG00000116221.15	MRPL37	protein_coding	2549
ENSG00000157216.15	SSBP3	protein_coding	5227
ENSG00000162391.11	FAM151A	protein_coding	2005
ENSG00000162390.17	ACOT11	protein_coding	9768
ENSG00000184313.19	MROH7	protein_coding	9088
ENSG00000271723.5	MROH7-TTC4	protein_coding	7090
ENSG00000243725.6	TTC4	protein_coding	3527
ENSG00000162396.5	PARS2	protein_coding	2347
ENSG00000006555.10	TTC22	protein_coding	6055
ENSG00000162398.11	LEXM	protein_coding	1777
ENSG00000116133.11	DHCR24	protein_coding	4250
ENSG00000143001.4	TMEM61	protein_coding	1097
ENSG00000162399.6	BSND	protein_coding	3472
ENSG00000169174.10	PCSK9	protein_coding	4981
ENSG00000162402.13	USP24	protein_coding	11772
ENSG00000162407.8	PLPP3	protein_coding	5286
ENSG00000162409.10	PRKAA2	protein_coding	9354
ENSG00000187889.12	C1orf168	protein_coding	4633
ENSG00000021852.12	C8B	protein_coding	2729
ENSG00000173406.15	DAB1	protein_coding	7548
ENSG00000162600.11	OMA1	protein_coding	3718
ENSG00000184292.6	TACSTD2	protein_coding	2351
ENSG00000162601.9	MYSM1	protein_coding	8938
ENSG00000177606.6	JUN	protein_coding	3540
ENSG00000172456.17	FGGY	protein_coding	12174
ENSG00000134709.10	HOOK1	protein_coding	6758
ENSG00000134716.9	CYP2J2	protein_coding	2990
ENSG00000162598.13	C1orf87	protein_coding	4422
ENSG00000162599.15	NFIA	protein_coding	10872
ENSG00000162604.12	TM2D1	protein_coding	5516
ENSG00000132849.19	PATJ	protein_coding	11867
ENSG00000240563.1	L1TD1	protein_coding	3849
ENSG00000132854.18	KANK4	protein_coding	5980
ENSG00000162607.12	USP1	protein_coding	4263
ENSG00000132855.4	ANGPTL3	protein_coding	3250
ENSG00000116641.17	DOCK7	protein_coding	24872
ENSG00000125703.14	ATG4C	protein_coding	3110
ENSG00000187140.5	FOXD3	protein_coding	2086
ENSG00000088035.15	ALG6	protein_coding	4950
ENSG00000203965.12	EFCAB7	protein_coding	5704
ENSG00000142856.16	ITGB3BP	protein_coding	5459
ENSG00000079739.15	PGM1	protein_coding	4090
ENSG00000185483.11	ROR1	protein_coding	6715
ENSG00000177414.13	UBE2U	protein_coding	1838
ENSG00000158966.13	CACHD1	protein_coding	6345
ENSG00000162437.14	RAVER2	protein_coding	6070
ENSG00000162434.11	JAK1	protein_coding	6317
ENSG00000162433.14	AK4	protein_coding	7578
ENSG00000116675.15	DNAJC6	protein_coding	6954
ENSG00000213625.8	LEPROT	protein_coding	5237
ENSG00000116678.19	LEPR	protein_coding	11370
ENSG00000184588.17	PDE4B	protein_coding	8644
ENSG00000118473.21	SGIP1	protein_coding	10477
ENSG00000152760.9	TCTEX1D1	protein_coding	3100
ENSG00000152763.16	WDR78	protein_coding	6704
ENSG00000198160.14	MIER1	protein_coding	8273
ENSG00000116704.7	SLC35D1	protein_coding	6162
ENSG00000081985.10	IL12RB2	protein_coding	4233
ENSG00000142864.14	SERBP1	protein_coding	7676
ENSG00000116717.11	GADD45A	protein_coding	2069
ENSG00000172380.5	GNG12	protein_coding	4724
ENSG00000162595.5	DIRAS3	protein_coding	1973
ENSG00000116729.13	WLS	protein_coding	4469
ENSG00000116745.6	RPE65	protein_coding	2610
ENSG00000024526.16	DEPDC1	protein_coding	5904
ENSG00000033122.18	LRRC7	protein_coding	14652
ENSG00000066557.5	LRRC40	protein_coding	2884
ENSG00000116754.13	SRSF11	protein_coding	8473
ENSG00000118454.12	ANKRD13C	protein_coding	4595
ENSG00000197568.13	HHLA3	protein_coding	1222
ENSG00000116761.11	CTH	protein_coding	2414
ENSG00000050628.20	PTGER3	protein_coding	9653
ENSG00000132485.13	ZRANB2	protein_coding	4993
ENSG00000172260.14	NEGR1	protein_coding	13406
ENSG00000162620.15	LRRIQ3	protein_coding	8759
ENSG00000254685.6	FPGT	protein_coding	4180
ENSG00000162621.6	LRRC53	protein_coding	3859
ENSG00000259030.6	FPGT-TNNI3K	protein_coding	9358
ENSG00000116783.14	TNNI3K	protein_coding	4719
ENSG00000178965.13	ERICH3	protein_coding	8779
ENSG00000116791.13	CRYZ	protein_coding	4085
ENSG00000162623.15	TYW3	protein_coding	4616
ENSG00000162624.14	LHX8	protein_coding	3977
ENSG00000137968.16	SLC44A5	protein_coding	6299
ENSG00000117054.13	ACADM	protein_coding	4783
ENSG00000137955.15	RABGGTB	protein_coding	5913
ENSG00000057468.6	MSH4	protein_coding	3266
ENSG00000184005.10	ST6GALNAC3	protein_coding	7237
ENSG00000117069.14	ST6GALNAC5	protein_coding	4263
ENSG00000142892.14	PIGK	protein_coding	5513
ENSG00000154027.18	AK5	protein_coding	6919
ENSG00000036549.12	ZZZ3	protein_coding	9008
ENSG00000077254.14	USP33	protein_coding	6918
ENSG00000180488.14	MIGA1	protein_coding	9594
ENSG00000162614.18	NEXN	protein_coding	4436
ENSG00000162613.16	FUBP1	protein_coding	5666
ENSG00000162616.8	DNAJB4	protein_coding	3783
ENSG00000137960.5	GIPC2	protein_coding	3973
ENSG00000122420.9	PTGFR	protein_coding	4714
ENSG00000137959.15	IFI44L	protein_coding	10240
ENSG00000137965.10	IFI44	protein_coding	2038
ENSG00000162618.13	ADGRL4	protein_coding	3677
ENSG00000117114.19	ADGRL2	protein_coding	7754
ENSG00000137941.16	TTLL7	protein_coding	10543
ENSG00000142875.19	PRKACB	protein_coding	6730
ENSG00000203943.8	SAMD13	protein_coding	3455
ENSG00000137976.7	DNASE2B	protein_coding	1476
ENSG00000117133.10	RPF1	protein_coding	1728
ENSG00000174021.10	GNG5	protein_coding	1112
ENSG00000122432.17	SPATA1	protein_coding	4280
ENSG00000117151.12	CTBS	protein_coding	6939
ENSG00000117155.16	SSX2IP	protein_coding	8639
ENSG00000171517.5	LPAR3	protein_coding	3543
ENSG00000153898.12	MCOLN2	protein_coding	3442
ENSG00000055732.12	MCOLN3	protein_coding	6623
ENSG00000162643.12	WDR63	protein_coding	3923
ENSG00000097096.8	SYDE2	protein_coding	6451
ENSG00000162642.13	C1orf52	protein_coding	3420
ENSG00000142867.12	BCL10	protein_coding	2819
ENSG00000153904.18	DDAH1	protein_coding	4572
ENSG00000142871.16	CYR61	protein_coding	2455
ENSG00000117174.10	ZNHIT6	protein_coding	6197
ENSG00000171502.14	COL24A1	protein_coding	9568
ENSG00000122417.15	ODF2L	protein_coding	10898
ENSG00000137975.7	CLCA2	protein_coding	4496
ENSG00000016490.15	CLCA1	protein_coding	3340
ENSG00000016602.9	CLCA4	protein_coding	3447
ENSG00000097033.14	SH3GLB1	protein_coding	6881
ENSG00000183291.15	SELENOF	protein_coding	2103
ENSG00000153936.16	HS2ST1	protein_coding	7429
ENSG00000267561.2	RP5-1052I5.2	protein_coding	2013
ENSG00000143013.12	LMO4	protein_coding	5833
ENSG00000065243.19	PKN2	protein_coding	6897
ENSG00000137947.11	GTF2B	protein_coding	2225
ENSG00000137944.17	KYAT3	protein_coding	2306
ENSG00000213516.9	RBMXL1	protein_coding	5087
ENSG00000117226.11	GBP3	protein_coding	4297
ENSG00000117228.9	GBP1	protein_coding	4992
ENSG00000162645.12	GBP2	protein_coding	6276
ENSG00000213512.1	GBP7	protein_coding	2454
ENSG00000162654.8	GBP4	protein_coding	6127
ENSG00000154451.14	GBP5	protein_coding	8143
ENSG00000183347.14	GBP6	protein_coding	2987
ENSG00000197147.13	LRRC8B	protein_coding	8213
ENSG00000171488.14	LRRC8C	protein_coding	11724
ENSG00000271949.1	RP11-302M6.4	protein_coding	654
ENSG00000171492.14	LRRC8D	protein_coding	4852
ENSG00000162664.16	ZNF326	protein_coding	10984
ENSG00000143032.7	BARHL2	protein_coding	1979
ENSG00000122482.20	ZNF644	protein_coding	7604
ENSG00000162669.15	HFM1	protein_coding	5827
ENSG00000097046.12	CDC7	protein_coding	3557
ENSG00000069702.10	TGFBR3	protein_coding	8705
ENSG00000137948.18	BRDT	protein_coding	4334
ENSG00000172031.6	EPHX4	protein_coding	2251
ENSG00000230667.5	SETSIP	protein_coding	909
ENSG00000284413.1	BTBD8	protein_coding	1959
ENSG00000069712.12	KIAA1107	protein_coding	4631
ENSG00000189195.11	BTBD8	protein_coding	6041
ENSG00000174842.16	GLMN	protein_coding	2910
ENSG00000122484.8	RPAP2	protein_coding	17142
ENSG00000162676.11	GFI1	protein_coding	3301
ENSG00000067208.14	EVI5	protein_coding	8276
ENSG00000122406.12	RPL5	protein_coding	2890
ENSG00000154511.11	FAM69A	protein_coding	3091
ENSG00000143033.17	MTF2	protein_coding	5909
ENSG00000117500.12	TMED5	protein_coding	9423
ENSG00000122483.17	CCDC18	protein_coding	5633
ENSG00000117505.12	DR1	protein_coding	10949
ENSG00000137942.16	FNBP1L	protein_coding	5798
ENSG00000137936.16	BCAR3	protein_coding	5042
ENSG00000067334.13	DNTTIP2	protein_coding	7519
ENSG00000023909.9	GCLM	protein_coding	5420
ENSG00000198691.11	ABCA4	protein_coding	8201
ENSG00000137962.12	ARHGAP29	protein_coding	15524
ENSG00000117528.11	ABCD3	protein_coding	7519
ENSG00000117525.13	F3	protein_coding	2875
ENSG00000143036.16	SLC44A3	protein_coding	2869
ENSG00000117519.15	CNN3	protein_coding	2838
ENSG00000172339.9	ALG14	protein_coding	9633
ENSG00000152078.9	TMEM56	protein_coding	7402
ENSG00000271092.5	TMEM56-RWDD3	protein_coding	1961
ENSG00000122481.16	RWDD3	protein_coding	1982
ENSG00000117569.18	PTBP2	protein_coding	12937
ENSG00000188641.12	DPYD	protein_coding	6443
ENSG00000162627.16	SNX7	protein_coding	2067
ENSG00000117598.11	PLPPR5	protein_coding	4571
ENSG00000117600.12	PLPPR4	protein_coding	5540
ENSG00000099260.10	PALMD	protein_coding	8244
ENSG00000156869.12	FRRS1	protein_coding	3868
ENSG00000162688.16	AGL	protein_coding	8434
ENSG00000117620.14	SLC35A3	protein_coding	18238
ENSG00000283761.1	RP4-714D9.5	protein_coding	5765
ENSG00000156875.13	MFSD14A	protein_coding	2943
ENSG00000156876.9	SASS6	protein_coding	3972
ENSG00000122435.9	TRMT13	protein_coding	4133
ENSG00000122477.12	LRRC39	protein_coding	1991
ENSG00000137992.14	DBT	protein_coding	11303
ENSG00000137996.12	RTCA	protein_coding	3037
ENSG00000079335.18	CDC14A	protein_coding	5579
ENSG00000181656.6	GPR88	protein_coding	3491
ENSG00000162692.10	VCAM1	protein_coding	6049
ENSG00000162694.13	EXTL2	protein_coding	4834
ENSG00000162695.11	SLC30A7	protein_coding	8376
ENSG00000117543.20	DPH5	protein_coding	2970
ENSG00000170989.8	S1PR1	protein_coding	3071
ENSG00000118733.16	OLFM3	protein_coding	4483
ENSG00000060718.20	COL11A1	protein_coding	8512
ENSG00000185946.15	RNPC3	protein_coding	6867
ENSG00000240038.6	AMY2B	protein_coding	7491
ENSG00000243480.7	AMY2A	protein_coding	1898
ENSG00000237763.9	AMY1A	protein_coding	2505
ENSG00000174876.16	AMY1B	protein_coding	2334
ENSG00000187733.6	AMY1C	protein_coding	1632
ENSG00000198890.7	PRMT6	protein_coding	2616
ENSG00000162631.18	NTNG1	protein_coding	9138
ENSG00000134215.15	VAV3	protein_coding	7271
ENSG00000085491.15	SLC25A24	protein_coding	6548
ENSG00000196427.13	NBPF4	protein_coding	2586
ENSG00000186086.18	NBPF6	protein_coding	2586
ENSG00000162636.15	FAM102B	protein_coding	9355
ENSG00000162639.15	HENMT1	protein_coding	2426
ENSG00000134186.11	PRPF38B	protein_coding	5817
ENSG00000143107.8	FNDC7	protein_coding	3332
ENSG00000116266.10	STXBP3	protein_coding	5895
ENSG00000162641.18	AKNAD1	protein_coding	4915
ENSG00000121957.12	GPSM2	protein_coding	8099
ENSG00000121940.15	CLCC1	protein_coding	4964
ENSG00000274068.1	RP11-475E11.9	protein_coding	557
ENSG00000085433.15	WDR47	protein_coding	4423
ENSG00000197780.9	TAF13	protein_coding	1400
ENSG00000215717.5	TMEM167B	protein_coding	4574
ENSG00000179902.12	C1orf194	protein_coding	1235
ENSG00000116299.16	KIAA1324	protein_coding	9300
ENSG00000031698.12	SARS	protein_coding	3836
ENSG00000143126.7	CELSR2	protein_coding	12349
ENSG00000134222.16	PSRC1	protein_coding	2855
ENSG00000134243.11	SORT1	protein_coding	9160
ENSG00000143106.12	PSMA5	protein_coding	5724
ENSG00000143028.8	SYPL2	protein_coding	3963
ENSG00000162650.16	ATXN7L2	protein_coding	5232
ENSG00000174151.14	CYB561D1	protein_coding	5690
ENSG00000181754.6	AMIGO1	protein_coding	5144
ENSG00000065135.10	GNAI3	protein_coding	27174
ENSG00000134183.11	GNAT2	protein_coding	1381
ENSG00000116337.15	AMPD2	protein_coding	6823
ENSG00000168765.16	GSTM4	protein_coding	5745
ENSG00000134184.12	GSTM1	protein_coding	2512
ENSG00000213366.12	GSTM2	protein_coding	9116
ENSG00000134202.10	GSTM3	protein_coding	4750
ENSG00000198758.10	EPS8L3	protein_coding	3477
ENSG00000134201.10	GSTM5	protein_coding	6013
ENSG00000184371.13	CSF1	protein_coding	5418
ENSG00000168710.17	AHCYL1	protein_coding	5113
ENSG00000156150.6	ALX3	protein_coding	1859
ENSG00000143093.14	STRIP1	protein_coding	7352
ENSG00000186150.4	UBL4B	protein_coding	1478
ENSG00000197106.6	SLC6A17	protein_coding	6644
ENSG00000116396.14	KCNC4	protein_coding	25042
ENSG00000162775.14	RBM15	protein_coding	4670
ENSG00000168679.17	SLC16A4	protein_coding	3167
ENSG00000134248.13	LAMTOR5	protein_coding	2388
ENSG00000143125.5	PROK1	protein_coding	1338
ENSG00000177301.14	KCNA2	protein_coding	17379
ENSG00000177272.8	KCNA3	protein_coding	2569
ENSG00000143119.12	CD53	protein_coding	2080
ENSG00000121931.15	LRIF1	protein_coding	3621
ENSG00000156171.14	DRAM2	protein_coding	3138
ENSG00000134255.13	CEPT1	protein_coding	8413
ENSG00000162777.16	DENND2D	protein_coding	5515
ENSG00000064886.13	CHI3L2	protein_coding	3295
ENSG00000134216.18	CHIA	protein_coding	4632
ENSG00000173947.13	PIFO	protein_coding	4261
ENSG00000085465.12	OVGP1	protein_coding	2567
ENSG00000116455.13	WDR77	protein_coding	2805
ENSG00000116459.10	ATP5F1	protein_coding	3383
ENSG00000143110.11	C1orf162	protein_coding	2768
ENSG00000282608.1	ADORA3	protein_coding	2687
ENSG00000121933.18	TMIGD3	protein_coding	2283
ENSG00000116473.14	RAP1A	protein_coding	5532
ENSG00000197852.9	FAM212B	protein_coding	10740
ENSG00000064703.11	DDX20	protein_coding	6019
ENSG00000171385.9	KCND3	protein_coding	7863
ENSG00000143079.14	CTTNBP2NL	protein_coding	7404
ENSG00000134245.17	WNT2B	protein_coding	12561
ENSG00000007341.18	ST7L	protein_coding	8111
ENSG00000116489.12	CAPZA1	protein_coding	4130
ENSG00000155363.18	MOV10	protein_coding	6509
ENSG00000155366.16	RHOC	protein_coding	4028
ENSG00000271810.5	RP11-426L16.10	protein_coding	1078
ENSG00000155367.15	PPM1J	protein_coding	2874
ENSG00000184599.13	FAM19A3	protein_coding	1282
ENSG00000155380.11	SLC16A1	protein_coding	5312
ENSG00000198799.11	LRIG2	protein_coding	12456
ENSG00000081026.18	MAGI3	protein_coding	8180
ENSG00000116793.15	PHTF1	protein_coding	7170
ENSG00000081019.13	RSBN1	protein_coding	6819
ENSG00000134242.15	PTPN22	protein_coding	4503
ENSG00000188761.11	BCL2L15	protein_coding	4251
ENSG00000134262.12	AP4B1	protein_coding	5369
ENSG00000118655.4	DCLRE1B	protein_coding	3940
ENSG00000163349.21	HIPK1	protein_coding	9280
ENSG00000116774.11	OLFML3	protein_coding	2821
ENSG00000134207.14	SYT6	protein_coding	5104
ENSG00000197323.11	TRIM33	protein_coding	9574
ENSG00000116752.5	BCAS2	protein_coding	1299
ENSG00000175984.14	DENND2C	protein_coding	7413
ENSG00000116748.21	AMPD1	protein_coding	3082
ENSG00000213281.4	NRAS	protein_coding	4449
ENSG00000009307.15	CSDE1	protein_coding	5778
ENSG00000052723.11	SIKE1	protein_coding	5894
ENSG00000198765.11	SYCP1	protein_coding	4338
ENSG00000134198.9	TSPAN2	protein_coding	3410
ENSG00000134259.3	NGF	protein_coding	1047
ENSG00000173218.14	VANGL1	protein_coding	9062
ENSG00000118729.11	CASQ2	protein_coding	2769
ENSG00000177551.5	NHLH2	protein_coding	7541
ENSG00000163393.12	SLC22A15	protein_coding	5292
ENSG00000173212.4	MAB21L3	protein_coding	3256
ENSG00000163399.15	ATP1A1	protein_coding	7261
ENSG00000116815.15	CD58	protein_coding	1783
ENSG00000143061.17	IGSF3	protein_coding	7400
ENSG00000116824.4	CD2	protein_coding	1679
ENSG00000134247.9	PTGFRN	protein_coding	6352
ENSG00000134256.12	CD101	protein_coding	3828
ENSG00000116830.11	TTF2	protein_coding	10181
ENSG00000134253.9	TRIM45	protein_coding	4368
ENSG00000134258.16	VTCN1	protein_coding	3027
ENSG00000198162.12	MAN1A2	protein_coding	9667
ENSG00000183508.4	FAM46C	protein_coding	5751
ENSG00000196505.10	GDAP2	protein_coding	10496
ENSG00000065183.15	WDR3	protein_coding	10275
ENSG00000155761.13	SPAG17	protein_coding	9552
ENSG00000092607.13	TBX15	protein_coding	3806
ENSG00000116874.11	WARS2	protein_coding	3847
ENSG00000116882.14	HAO2	protein_coding	1877
ENSG00000203859.9	HSD3B2	protein_coding	2336
ENSG00000203857.9	HSD3B1	protein_coding	2443
ENSG00000143067.4	ZNF697	protein_coding	5041
ENSG00000092621.11	PHGDH	protein_coding	5622
